Caller_ID,Receiver_ID,Timestamp,Duration_Seconds,Tower_ID,Label
952,512,2026-01-01 10:43:48,1474,TWR_024,0
970,406,2026-01-01 10:50:06,3087,TWR_029,0
824,667,2026-01-01 10:51:17,731,TWR_029,0
899,754,2026-01-01 10:53:57,3135,TWR_006,0
519,772,2026-01-01 10:56:52,1930,TWR_019,0
831,810,2026-01-01 11:10:50,131,TWR_023,0
182,818,2026-01-01 11:19:50,2947,TWR_017,0
725,342,2026-01-01 11:19:57,2046,TWR_006,0
963,146,2026-01-01 11:30:00,34,TWR_024,0
121,787,2026-01-01 11:31:23,1326,TWR_012,0
149,233,2026-01-01 11:31:54,2770,TWR_045,0
721,966,2026-01-01 11:42:15,334,TWR_027,0
71,221,2026-01-01 11:44:28,962,TWR_016,0
814,880,2026-01-01 11:45:18,2600,TWR_020,0
394,145,2026-01-01 11:45:20,2041,TWR_010,0
463,886,2026-01-01 11:46:45,1628,TWR_003,0
856,480,2026-01-01 11:58:16,2676,TWR_010,0
433,556,2026-01-01 12:08:23,1071,TWR_029,0
482,34,2026-01-01 12:11:05,61,TWR_041,0
533,150,2026-01-01 12:14:14,3369,TWR_033,0
573,737,2026-01-01 12:14:44,1313,TWR_019,0
133,164,2026-01-01 12:16:01,2371,TWR_046,0
219,965,2026-01-01 12:19:34,3346,TWR_013,0
690,931,2026-01-01 12:21:12,122,TWR_042,0
580,549,2026-01-01 12:34:55,1256,TWR_003,0
785,432,2026-01-01 12:39:26,3002,TWR_004,0
81,440,2026-01-01 12:43:01,103,TWR_005,0
164,739,2026-01-01 12:51:32,2416,TWR_045,0
999,311,2026-01-01 12:52:45,40,TWR_002,0
250,303,2026-01-01 12:54:06,3320,TWR_002,0
296,201,2026-01-01 13:14:36,3114,TWR_022,0
956,353,2026-01-01 13:17:29,251,TWR_038,0
344,913,2026-01-01 13:24:29,3126,TWR_023,0
605,411,2026-01-01 13:27:21,3104,TWR_048,0
292,997,2026-01-01 13:31:19,2075,TWR_003,0
251,344,2026-01-01 13:34:08,2491,TWR_024,0
627,39,2026-01-01 13:36:54,1679,TWR_040,0
144,681,2026-01-01 13:37:42,2698,TWR_043,0
136,790,2026-01-01 13:47:05,2189,TWR_010,0
997,476,2026-01-01 13:49:43,481,TWR_005,0
999,617,2026-01-01 13:53:13,58,TWR_033,0
136,720,2026-01-01 13:55:03,3151,TWR_023,0
638,871,2026-01-01 13:57:02,353,TWR_003,0
944,965,2026-01-01 14:05:10,2968,TWR_009,0
203,937,2026-01-01 14:14:48,2475,TWR_004,0
463,965,2026-01-01 14:16:28,1409,TWR_050,0
730,819,2026-01-01 14:20:49,401,TWR_049,0
64,723,2026-01-01 14:26:57,484,TWR_015,0
708,84,2026-01-01 14:27:42,2403,TWR_036,0
831,614,2026-01-01 14:29:48,1156,TWR_050,0
30,306,2026-01-01 14:31:40,2995,TWR_003,0
277,533,2026-01-01 14:37:39,859,TWR_015,0
149,28,2026-01-01 14:40:10,155,TWR_009,0
801,118,2026-01-01 14:40:29,2698,TWR_045,0
224,620,2026-01-01 14:40:45,655,TWR_035,0
306,970,2026-01-01 14:59:49,220,TWR_024,0
356,449,2026-01-01 15:06:07,762,TWR_031,0
673,367,2026-01-01 15:19:58,2634,TWR_048,0
204,908,2026-01-01 15:20:54,1225,TWR_025,0
731,166,2026-01-01 15:22:20,3210,TWR_048,0
999,602,2026-01-01 15:24:06,35,TWR_042,0
674,178,2026-01-01 15:33:27,2244,TWR_014,0
856,881,2026-01-01 15:36:24,1627,TWR_012,0
905,708,2026-01-01 15:36:26,1971,TWR_027,0
874,836,2026-01-01 15:38:51,156,TWR_010,0
191,258,2026-01-01 15:40:30,3282,TWR_029,0
498,47,2026-01-01 15:53:04,529,TWR_031,0
134,199,2026-01-01 16:00:43,2811,TWR_030,0
600,531,2026-01-01 16:12:13,2180,TWR_023,0
30,297,2026-01-01 16:33:15,2155,TWR_021,0
635,781,2026-01-01 16:37:23,2564,TWR_027,0
347,566,2026-01-01 16:43:02,588,TWR_023,0
632,804,2026-01-01 16:45:11,3441,TWR_019,0
367,542,2026-01-01 16:45:38,1326,TWR_001,0
46,968,2026-01-01 16:52:45,1574,TWR_039,0
726,543,2026-01-01 17:04:53,2926,TWR_015,0
87,527,2026-01-01 17:06:59,1200,TWR_019,0
103,674,2026-01-01 17:07:15,2629,TWR_019,0
204,281,2026-01-01 17:08:40,2042,TWR_004,0
148,198,2026-01-01 17:19:49,2177,TWR_012,0
441,492,2026-01-01 17:20:16,747,TWR_048,0
335,227,2026-01-01 17:24:50,2156,TWR_045,0
646,183,2026-01-01 17:30:14,1562,TWR_045,0
586,222,2026-01-01 17:35:40,2721,TWR_042,0
452,734,2026-01-01 17:37:58,393,TWR_042,0
437,332,2026-01-01 17:51:11,2103,TWR_019,0
999,812,2026-01-01 17:52:32,40,TWR_008,0
973,384,2026-01-01 18:12:13,2700,TWR_019,0
146,220,2026-01-01 18:12:38,2263,TWR_033,0
75,831,2026-01-01 18:31:06,3132,TWR_015,0
775,648,2026-01-01 18:35:25,1440,TWR_017,0
51,309,2026-01-01 18:38:10,160,TWR_047,0
208,369,2026-01-01 18:39:59,1426,TWR_038,0
542,496,2026-01-01 18:47:35,3270,TWR_035,0
602,941,2026-01-01 18:50:24,32,TWR_002,0
870,733,2026-01-01 18:56:33,1873,TWR_032,0
999,236,2026-01-01 18:57:27,56,TWR_049,0
371,636,2026-01-01 19:03:17,1336,TWR_035,0
112,690,2026-01-01 19:03:27,385,TWR_036,0
601,700,2026-01-01 19:12:59,2211,TWR_007,0
453,257,2026-01-01 19:13:16,619,TWR_021,0
343,929,2026-01-01 19:14:22,3425,TWR_042,0
141,267,2026-01-01 19:35:49,2110,TWR_009,0
578,624,2026-01-01 19:37:31,3169,TWR_018,0
104,269,2026-01-01 19:39:02,883,TWR_018,0
146,606,2026-01-01 19:44:28,1331,TWR_014,0
199,287,2026-01-01 19:48:31,418,TWR_029,0
999,517,2026-01-01 20:06:18,60,TWR_022,0
201,300,2026-01-01 20:11:44,503,TWR_019,0
263,963,2026-01-01 20:11:55,2485,TWR_008,0
914,531,2026-01-01 20:12:02,1925,TWR_028,0
988,662,2026-01-01 20:20:36,3361,TWR_016,0
254,300,2026-01-01 20:33:34,3295,TWR_038,0
268,141,2026-01-01 20:34:18,709,TWR_015,0
879,921,2026-01-01 20:37:36,1635,TWR_043,0
433,116,2026-01-01 20:39:22,2007,TWR_039,0
568,822,2026-01-01 20:39:28,2810,TWR_022,0
304,946,2026-01-01 20:50:59,3295,TWR_014,0
597,727,2026-01-01 21:05:48,1488,TWR_041,0
647,972,2026-01-01 21:06:50,578,TWR_038,0
602,661,2026-01-01 21:11:28,868,TWR_015,0
763,974,2026-01-01 21:17:27,2070,TWR_049,0
926,48,2026-01-01 21:21:28,2406,TWR_019,0
688,130,2026-01-01 21:30:24,1798,TWR_045,0
921,412,2026-01-01 21:33:36,709,TWR_010,0
748,775,2026-01-01 21:39:44,328,TWR_002,0
891,61,2026-01-01 21:41:57,2467,TWR_012,0
98,734,2026-01-01 21:42:25,770,TWR_008,0
256,419,2026-01-01 21:48:41,526,TWR_009,0
108,314,2026-01-01 21:51:16,942,TWR_024,0
668,301,2026-01-01 22:04:27,2081,TWR_018,0
403,446,2026-01-01 22:05:34,2092,TWR_041,0
373,136,2026-01-01 22:05:58,3461,TWR_007,0
999,443,2026-01-01 22:39:46,47,TWR_011,0
879,460,2026-01-01 22:40:07,187,TWR_008,0
845,491,2026-01-01 22:52:10,2481,TWR_036,0
21,962,2026-01-01 23:01:16,2849,TWR_050,0
647,763,2026-01-01 23:03:35,3260,TWR_028,0
723,115,2026-01-01 23:03:45,1424,TWR_002,0
886,609,2026-01-01 23:12:52,3428,TWR_001,0
194,741,2026-01-01 23:13:02,3003,TWR_007,0
733,21,2026-01-01 23:14:09,1660,TWR_030,0
321,314,2026-01-01 23:14:17,2373,TWR_023,0
602,153,2026-01-01 23:16:37,1547,TWR_046,0
907,923,2026-01-01 23:23:36,1097,TWR_005,0
223,943,2026-01-01 23:44:04,303,TWR_033,0
726,397,2026-01-01 23:44:14,2346,TWR_041,0
659,820,2026-01-01 23:45:25,3347,TWR_050,0
174,621,2026-01-01 23:58:21,934,TWR_041,0
570,190,2026-01-02 00:03:33,324,TWR_018,0
292,769,2026-01-02 00:07:49,2051,TWR_005,0
888,618,2026-01-02 00:09:24,1036,TWR_004,0
863,140,2026-01-02 00:10:16,2017,TWR_011,0
287,777,2026-01-02 00:11:38,2454,TWR_012,0
456,522,2026-01-02 00:15:03,358,TWR_037,0
173,942,2026-01-02 00:18:38,63,TWR_024,0
179,182,2026-01-02 00:22:50,1713,TWR_011,0
902,549,2026-01-02 00:33:50,614,TWR_014,0
999,320,2026-01-02 00:35:46,52,TWR_049,0
317,247,2026-01-02 00:51:17,2176,TWR_004,0
512,995,2026-01-02 00:55:49,1148,TWR_020,0
617,85,2026-01-02 01:02:19,2923,TWR_007,0
235,262,2026-01-02 01:04:27,330,TWR_032,0
368,507,2026-01-02 01:11:39,870,TWR_039,0
552,462,2026-01-02 01:15:04,729,TWR_044,0
818,858,2026-01-02 01:15:49,2582,TWR_010,0
7,2,2026-01-02 01:17:10,41,TWR_001,1
47,596,2026-01-02 01:17:51,3567,TWR_035,0
329,88,2026-01-02 01:17:59,2368,TWR_002,0
957,615,2026-01-02 01:20:56,1558,TWR_024,0
328,411,2026-01-02 01:32:21,662,TWR_028,0
947,925,2026-01-02 01:43:26,2926,TWR_037,0
7,5,2026-01-02 01:45:47,38,TWR_001,1
909,997,2026-01-02 01:54:41,222,TWR_035,0
688,928,2026-01-02 01:55:13,361,TWR_040,0
13,18,2026-01-02 01:57:13,39,TWR_001,1
1,18,2026-01-02 01:58:04,44,TWR_002,1
968,537,2026-01-02 02:02:32,2789,TWR_045,0
20,7,2026-01-02 02:02:35,22,TWR_002,1
850,659,2026-01-02 02:03:09,481,TWR_028,0
1,9,2026-01-02 02:05:49,33,TWR_002,1
663,414,2026-01-02 02:12:39,3529,TWR_002,0
591,250,2026-01-02 02:14:02,812,TWR_045,0
840,60,2026-01-02 02:15:09,1644,TWR_021,0
7,5,2026-01-02 02:15:40,30,TWR_001,1
628,823,2026-01-02 02:23:07,3518,TWR_046,0
250,221,2026-01-02 02:28:23,3542,TWR_008,0
14,4,2026-01-02 02:29:49,33,TWR_003,1
357,258,2026-01-02 02:31:57,1632,TWR_012,0
131,702,2026-01-02 02:32:46,382,TWR_009,0
466,63,2026-01-02 02:34:16,392,TWR_047,0
155,629,2026-01-02 02:36:15,1545,TWR_003,0
635,188,2026-01-02 02:42:57,2796,TWR_011,0
894,949,2026-01-02 02:42:58,2931,TWR_032,0
447,328,2026-01-02 02:52:51,1474,TWR_007,0
413,278,2026-01-02 03:00:46,2227,TWR_049,0
9,7,2026-01-02 03:01:43,18,TWR_002,1
964,910,2026-01-02 03:06:02,3383,TWR_038,0
546,719,2026-01-02 03:06:18,634,TWR_042,0
68,824,2026-01-02 03:12:24,755,TWR_007,0
157,450,2026-01-02 03:12:48,895,TWR_024,0
8,19,2026-01-02 03:14:28,11,TWR_002,1
338,127,2026-01-02 03:18:33,2656,TWR_004,0
10,17,2026-01-02 03:22:34,37,TWR_001,1
3,6,2026-01-02 03:23:06,45,TWR_002,1
635,698,2026-01-02 03:30:05,2618,TWR_029,0
5,17,2026-01-02 03:36:36,12,TWR_002,1
316,105,2026-01-02 03:46:12,698,TWR_038,0
700,60,2026-01-02 03:48:37,630,TWR_031,0
999,941,2026-01-02 03:55:39,37,TWR_049,0
16,5,2026-01-02 03:57:59,22,TWR_002,1
904,230,2026-01-02 04:03:16,324,TWR_046,0
441,551,2026-01-02 04:13:52,1866,TWR_045,0
209,986,2026-01-02 04:15:13,2403,TWR_004,0
532,406,2026-01-02 04:19:06,3423,TWR_037,0
894,885,2026-01-02 04:25:57,1609,TWR_047,0
223,238,2026-01-02 04:36:34,888,TWR_044,0
978,183,2026-01-02 04:48:07,3077,TWR_022,0
862,332,2026-01-02 04:50:08,856,TWR_004,0
475,581,2026-01-02 04:51:58,2212,TWR_025,0
377,664,2026-01-02 05:05:33,114,TWR_046,0
873,365,2026-01-02 05:05:45,839,TWR_030,0
53,203,2026-01-02 05:06:26,2540,TWR_043,0
828,166,2026-01-02 05:12:33,1067,TWR_038,0
267,698,2026-01-02 05:13:02,1591,TWR_018,0
948,181,2026-01-02 05:14:44,1530,TWR_020,0
337,242,2026-01-02 05:19:20,3192,TWR_021,0
506,872,2026-01-02 05:20:30,1879,TWR_030,0
419,961,2026-01-02 05:25:56,1085,TWR_040,0
206,442,2026-01-02 05:50:09,2155,TWR_013,0
432,225,2026-01-02 05:50:44,3547,TWR_004,0
629,49,2026-01-02 05:50:45,734,TWR_030,0
230,446,2026-01-02 05:53:26,3175,TWR_039,0
760,946,2026-01-02 05:55:34,40,TWR_047,0
512,813,2026-01-02 05:56:35,225,TWR_014,0
137,815,2026-01-02 05:57:37,348,TWR_044,0
582,853,2026-01-02 06:00:51,2557,TWR_034,0
425,277,2026-01-02 06:07:12,34,TWR_041,0
999,346,2026-01-02 06:08:19,60,TWR_020,0
615,915,2026-01-02 06:09:39,2398,TWR_043,0
125,622,2026-01-02 06:10:21,2373,TWR_014,0
364,888,2026-01-02 06:12:45,3585,TWR_041,0
718,83,2026-01-02 06:22:10,3146,TWR_001,0
877,911,2026-01-02 06:22:16,808,TWR_007,0
141,812,2026-01-02 06:27:13,3173,TWR_016,0
533,851,2026-01-02 06:27:49,1894,TWR_042,0
973,204,2026-01-02 06:39:53,3167,TWR_037,0
136,347,2026-01-02 06:42:46,2115,TWR_048,0
962,351,2026-01-02 06:44:08,445,TWR_024,0
176,231,2026-01-02 06:47:23,2026,TWR_042,0
438,972,2026-01-02 06:50:31,163,TWR_006,0
216,147,2026-01-02 06:51:48,1920,TWR_029,0
554,707,2026-01-02 06:58:31,2474,TWR_008,0
870,654,2026-01-02 07:01:02,3493,TWR_037,0
999,545,2026-01-02 07:03:31,40,TWR_022,0
762,69,2026-01-02 07:07:31,1789,TWR_035,0
336,565,2026-01-02 07:10:14,1393,TWR_005,0
349,672,2026-01-02 07:15:42,1643,TWR_034,0
908,556,2026-01-02 07:16:27,434,TWR_024,0
54,373,2026-01-02 07:18:06,2494,TWR_038,0
845,537,2026-01-02 07:26:44,1997,TWR_015,0
887,320,2026-01-02 07:28:35,3105,TWR_003,0
703,346,2026-01-02 07:39:46,3048,TWR_023,0
368,220,2026-01-02 07:40:08,439,TWR_033,0
206,575,2026-01-02 07:46:25,1212,TWR_029,0
768,666,2026-01-02 07:47:29,2740,TWR_034,0
935,575,2026-01-02 07:52:04,2859,TWR_035,0
898,338,2026-01-02 07:52:31,3476,TWR_028,0
759,719,2026-01-02 07:58:50,747,TWR_008,0
86,649,2026-01-02 08:07:21,2262,TWR_002,0
986,493,2026-01-02 08:13:12,2440,TWR_009,0
89,866,2026-01-02 08:17:45,2520,TWR_046,0
681,232,2026-01-02 08:19:43,1347,TWR_029,0
528,454,2026-01-02 08:22:05,2802,TWR_019,0
420,409,2026-01-02 08:28:14,1254,TWR_015,0
267,137,2026-01-02 08:40:50,1984,TWR_047,0
568,863,2026-01-02 08:41:10,1432,TWR_021,0
863,394,2026-01-02 08:57:35,2194,TWR_037,0
79,969,2026-01-02 08:59:18,1217,TWR_049,0
796,103,2026-01-02 09:00:22,2967,TWR_040,0
755,802,2026-01-02 09:10:27,3519,TWR_033,0
493,210,2026-01-02 09:14:02,2680,TWR_012,0
137,496,2026-01-02 09:15:04,188,TWR_021,0
242,48,2026-01-02 09:19:11,687,TWR_049,0
567,969,2026-01-02 09:20:28,3219,TWR_006,0
999,63,2026-01-02 09:22:52,36,TWR_045,0
124,114,2026-01-02 09:30:39,34,TWR_003,0
718,464,2026-01-02 09:35:21,1698,TWR_027,0
35,210,2026-01-02 09:38:12,3423,TWR_046,0
49,807,2026-01-02 09:48:26,1181,TWR_035,0
135,617,2026-01-02 09:57:49,3315,TWR_047,0
157,834,2026-01-02 09:58:23,1253,TWR_048,0
199,997,2026-01-02 09:59:00,1782,TWR_012,0
880,566,2026-01-02 10:01:15,152,TWR_049,0
161,825,2026-01-02 10:39:08,81,TWR_004,0
623,50,2026-01-02 10:55:57,2824,TWR_010,0
305,405,2026-01-02 10:57:15,2010,TWR_045,0
307,650,2026-01-02 11:02:13,3465,TWR_045,0
140,472,2026-01-02 11:03:11,674,TWR_008,0
258,458,2026-01-02 11:07:45,836,TWR_026,0
936,595,2026-01-02 11:18:37,2546,TWR_001,0
736,321,2026-01-02 11:18:42,483,TWR_043,0
140,360,2026-01-02 11:20:19,2922,TWR_015,0
573,877,2026-01-02 11:22:53,2878,TWR_035,0
242,460,2026-01-02 11:23:48,1623,TWR_040,0
768,667,2026-01-02 11:49:10,1922,TWR_001,0
124,62,2026-01-02 11:56:00,2910,TWR_036,0
479,964,2026-01-02 12:02:25,3047,TWR_040,0
862,413,2026-01-02 12:13:37,3411,TWR_024,0
289,557,2026-01-02 12:18:20,326,TWR_044,0
964,663,2026-01-02 12:25:02,1484,TWR_002,0
987,189,2026-01-02 12:25:47,2927,TWR_026,0
199,889,2026-01-02 12:27:35,2405,TWR_003,0
673,819,2026-01-02 12:37:20,1965,TWR_023,0
222,876,2026-01-02 12:47:22,907,TWR_035,0
279,639,2026-01-02 12:48:26,3284,TWR_009,0
970,312,2026-01-02 12:50:14,1403,TWR_036,0
473,220,2026-01-02 12:55:57,417,TWR_046,0
466,704,2026-01-02 12:59:59,169,TWR_018,0
939,268,2026-01-02 13:01:04,2348,TWR_037,0
152,950,2026-01-02 13:03:21,2446,TWR_046,0
419,187,2026-01-02 13:06:47,2473,TWR_022,0
928,971,2026-01-02 13:08:06,1085,TWR_039,0
542,279,2026-01-02 13:17:43,2625,TWR_045,0
110,699,2026-01-02 13:23:41,1979,TWR_008,0
999,137,2026-01-02 13:25:45,41,TWR_031,0
22,824,2026-01-02 13:28:06,1394,TWR_034,0
393,945,2026-01-02 13:31:05,1672,TWR_040,0
816,170,2026-01-02 13:36:27,1309,TWR_042,0
661,994,2026-01-02 13:54:52,3366,TWR_031,0
250,924,2026-01-02 13:56:33,938,TWR_048,0
348,463,2026-01-02 14:04:17,3025,TWR_021,0
815,175,2026-01-02 14:14:12,1785,TWR_004,0
319,811,2026-01-02 14:17:49,1032,TWR_043,0
318,33,2026-01-02 14:29:07,264,TWR_007,0
365,753,2026-01-02 14:31:24,3100,TWR_022,0
324,717,2026-01-02 14:34:19,3063,TWR_014,0
728,771,2026-01-02 14:37:18,1787,TWR_043,0
373,870,2026-01-02 14:42:54,851,TWR_020,0
283,679,2026-01-02 14:46:34,1152,TWR_037,0
766,278,2026-01-02 14:47:11,514,TWR_026,0
344,673,2026-01-02 14:49:43,2551,TWR_033,0
196,927,2026-01-02 14:51:25,3343,TWR_043,0
134,932,2026-01-02 14:56:07,1124,TWR_032,0
271,733,2026-01-02 15:03:25,2144,TWR_011,0
849,868,2026-01-02 15:07:00,35,TWR_036,0
110,48,2026-01-02 15:15:03,75,TWR_002,0
825,490,2026-01-02 15:20:51,1531,TWR_037,0
115,498,2026-01-02 15:21:42,2117,TWR_013,0
744,263,2026-01-02 15:24:24,3100,TWR_011,0
908,744,2026-01-02 15:35:02,2887,TWR_014,0
359,923,2026-01-02 15:45:00,2052,TWR_029,0
999,182,2026-01-02 15:50:18,57,TWR_036,0
507,628,2026-01-02 16:01:53,188,TWR_008,0
782,745,2026-01-02 16:03:32,927,TWR_009,0
57,593,2026-01-02 16:05:31,1467,TWR_006,0
90,493,2026-01-02 16:05:41,2075,TWR_032,0
495,571,2026-01-02 16:06:00,2461,TWR_033,0
665,179,2026-01-02 16:10:13,98,TWR_019,0
157,777,2026-01-02 16:11:49,1308,TWR_004,0
144,818,2026-01-02 16:16:42,1290,TWR_039,0
793,191,2026-01-02 16:21:39,1916,TWR_040,0
300,105,2026-01-02 16:29:54,2283,TWR_030,0
320,422,2026-01-02 16:31:24,2414,TWR_049,0
470,536,2026-01-02 16:32:24,3573,TWR_014,0
23,936,2026-01-02 16:35:44,785,TWR_038,0
324,576,2026-01-02 16:35:57,2004,TWR_025,0
450,736,2026-01-02 16:45:02,3225,TWR_040,0
361,982,2026-01-02 16:49:06,1155,TWR_004,0
879,595,2026-01-02 16:49:39,3196,TWR_009,0
163,100,2026-01-02 16:52:08,1930,TWR_022,0
999,42,2026-01-02 16:55:05,59,TWR_030,0
734,397,2026-01-02 16:57:15,637,TWR_019,0
507,207,2026-01-02 17:07:19,1082,TWR_006,0
849,446,2026-01-02 17:08:03,3037,TWR_007,0
844,804,2026-01-02 17:13:57,912,TWR_040,0
728,801,2026-01-02 17:16:14,95,TWR_036,0
625,689,2026-01-02 17:19:21,2468,TWR_031,0
98,880,2026-01-02 17:20:24,914,TWR_008,0
183,953,2026-01-02 17:32:31,1329,TWR_044,0
